Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight,Inch
Asus ExpertBook P2451FA Intel Core i3 10110U 14 Inch FHD LED Display Star Black Laptop #EK3345/EK3345N-P2451FA,55340  bdt,Intel Core i3 10th (Intel) Core i3 10110U 2.10 GHz 4.10 GHz 2 4 4MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bezel Brightness: 220nits, Color gamut: NTSC 45%, Screen-to-body ratio: 76 % No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"1TB HDD SATA 5400 RPM No No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.52 kg,15.232530120481924
Acer Predator Helios 300 PH315 53 703U Intel Core i7 10870H 15.6 Inch FHD Display Abyssal Black Gaming Laptop,188790  bdt,Intel Core i7 10th (Intel) Core i7 10870H 2.20 GHz 5.00 GHz 8 16 16MB Intel HM470 ,"15.6 FHD Full HD 1920x1080 Anti-Glare No 144 Hz Narrow Bezel Display Screen Technology: ComfyView, Display Screen Technology: IPS, Aspect Ratio: 16:9, HDCP: Yes No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,1TB HDD+256GB SSD SATA 7200 RPM Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 3060 Graphics Dedicated 6GB GDDR6 ,Win-10 Home No Not Specified ,2.50 kg,15.232530120481924
Asus R565FA Intel Core i3 10110U 15.6 Inch HD Display Slate Grey Laptop #BR221W-R565FA,50780  bdt,Intel Core i3 10th (Intel) Core i3 10110U 2.10 GHz 4.10 GHz 2 4 4MB Not Specified ,"15.6 HD LED Up to HD 1366x768 Anti-glare No 60 Hz Slim Bezel Brightness: 200 nits, Color Gamut: 45% NTSC, Screen to body Ratio: 83%, Aspect Ratio: 16:9 No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,1TB HDD SATA 5400 RPM No No SSD 1 Not Specified ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
"Lenovo IdeaPad Slim 5i Pro Core i7 11th Gen MX450 2GB Graphics 14"" 2.2K Laptop",150820  bdt,Intel Core i7 1165G7 ,"14"" 2.2K LED Display Full HD (2240x1400) Refresh Rate60 Hz ",16GB,NVMe PCIe 512GB SSD ,Intel Iris Xe Graphics Integrated ,Win-11 Home ,1.41 kg,15.232530120481927
ACER TRAVELMATE TMP214-53 14 INCH IPS FULL HD DISPLAY INTEL I7 11TH GEN 8GB RAM 1TB HDD LAPTOP,85000  bdt,"Intel Core i7-1165G7 Processor
12M Cache, up to 4.70 GHz, with IPU","14 Inches Full HD (1920X1080)
Full HD LED Backlit Anti-Glare Display",8GB,1TB HDD,Intel Iris Xe Graphics,Windows 10,1.6kg,15.232530120481924
"ASUS Zenbook Pro 14 Duo OLED UX8402ZA-M3031W Core i7 12th Gen 14.5"" 2.8K Touch Laptop",233275  bdt,Intel i7-12700H ,14.5-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB,M.2 NVMe PCIe 4.0 Performance SSD 1TB ,Intel Iris Xe Graphics Shared ,"Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ",1.70 kg,14.5
HP ProBook 445 G8 AMD Ryzen 3 5400U 14 Inch FHD Display Silver Laptop #46W06AV-3Y,75410  bdt,AMD Ryzen 3 Not Applicable Ryzen 3 5400U 2.60 GHz 4.00 GHz 4 8 10MB Not Specified ,14 FHD Full HD 1920x1080 anti-glare No 60 Hz Narrow bezel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,AMD Radeon Graphics Integrated Shared Not Specified ,Win-10 Home Not Specified Not Specified ,1.38kg,15.232530120481924
"Asus ROG Flow X13 GV301QE Ryzen 9 5980HS RTX 3050 Ti 4GB Graphics (ROG XG Mobile GC31S with RTX 3080), 13.4"" 120Hz WUXGA Touch Gaming Laptop",356470  bdt,AMD Ryzen 9 5980HS ,13.4-inch IPS  WQUXGA (3840 x 2400) Touch ScreenYes ,32GB,M.2 2230 NVMe PCIe 1TB SSD ,NVIDIA GeForce RTX 3050 Ti 4GB ,Windows 10 Home ,1.30 kg,13.4
"Toshiba Dynabook Satellite Pro C40-G-11I Core i3 10th Gen 14"" HD Laptop",48870  bdt,Intel Core i3 10110U ,"14 Inch HD (1,366 x 768) Touch ScreenNo Display Features16:9 LED Backlit, Non-reflective Anti-Glare ",8GB,M.2 SATA SSD 256GB ,Intel UHD Graphics Shared ,Free Dos ,1.55 kg,15.232530120481927
Asus X515EA Intel Core i3 1115G4 15.6 Inch FHD LED Display Peacock Blue Laptop #BQ2219W-X515EA,61850  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"15.6 FHD Full HD 1920x1080 Not Specified No Not Specified Slim Bezel WV Display, IPS-level Panel, 250nits, 45% NTSC color gamut, Screen-to-body ratio 83% No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"512GB SSD No HDD No HDD No NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
Lenovo IdeaPad FLEX 5i 14ITL 11th Gen Intel Core i5 1135G7 14 Inch FHD IPS Display Graphite Grey Laptop #82HS00PUIN / 82HS0132IN-2Y,101990  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Intel SoC Platform ,14 FHD IPS LED Display Full HD 1920x1080 Glossy Yes 60 Hz Slim Bezel 360 Degree Rotating Touch Display No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Microsoft Office ,1.5 kg,15.232530120481924
HP 14S-DQ5445TU 14 INCH FULL HD DISPLAY INTEL CORE I5 12TH GEN 8GB RAM 512GB LAPTOP,78500  bdt,Intel i5 12th Gen 1235U-1.30 To 4.40 GHz,"14"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",8 GB,512 GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,Windows 11 Home,1.47 kg,15.232530120481924
Gigabyte AERO 5 KE4 15.6 4K OLED Display Core i7 12th Gen 16GB RAM 1TB SSD Gaming Laptop with RTX 3060 6GB Graphics,224000  bdt,"12th Gen Intel Core i7-12700H (2.3GHz~4.7GHz) 
Base Core Frequency: 2.3GHz 
Performance-core Max Turbo Frequency: 4.7GHz 
Efficient-core Max Turbo Frequency: 3.5GHz","15.6"" Thin Bezel Samsung UHD 3840x2160 OLED display (VESA Display HDR 400 True Black, 100% DCI-P3)",8GB,1TB Gen 4 NVMe SSD,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6 
Boost Clock 1605 MHz / Maximum Graphics Power 115 W",Windows 11 Home,2.30 kg,15.232530120481924
HP 15s-du3811TU Intel Core i3 1125G4 15.6 Inch FHD Display Silver Laptop #6G6F8PA-2Y,65100  bdt,Intel Core i3 11th (Intel) Core i3 1125G4 2.00 GHz 3.70 GHz 4 8 8MB Not Specified ,15.6 FHD Full HD 1920x1080 Not Specified No Not Specified Not Specified Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,"1TB HDD SATA 3 Not Specified Not Specified No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Microsoft Office ,1.76,15.232530120481924
Huawei MateBook D 16 Intel Core i5 12450H 16 Inch FHD+ Display Silver Laptop,106870  bdt,Intel Core i5 12th (Intel) Core i5 12450H Not Specified 4.40GHz 8 12 12MB Not Specified ,"16 FHD+ LED Display Full HD 1920x1200 Glossy No Not Specified Slim Bezel Screen-to-body Ratio 90%, Aspect Ratio 16:10, Maximum Brightness 300 nits, Colour Gamut 100% sRGB, Contrast Ratio 1200:1, Viewing Angle 178 degrees. No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe Not Specified Not Specified ,Intel UHD Graphics Integrated Shared Not Applicable ,"Win-11 Home HUAWEI PC Manager, Display Manager (Eye Comfort Mode), HUAWEI Factory Reset Not Specified ",1.7 kg,15.232530120481924
Lenovo ThinkPad E14 Gen 2 14 inch Full HD display core i3 11th Gen 8GB RAM 512GB SSD Laptop,70530  bdt,"11th Generation Intel Core i3-1115G4 Processor (3.00 GHz, up to 4.10 GHz Max Turbo, 2 Cores, 4 Threads, 6 MB Cache)","14"" FHD (1920 x 1080) IPS, anti-glare, 250 nits",8GB,512 GB SSD M.2 2242 PCIe 3.0×4 NVMe,Integrated Intel UHD Graphics,Windows 10 Home,1.69 kg,15.232530120481924
ASUS VivoBook 15 X515JA 15.6 inch Full HD Display Core i5 10th Gen 8GB RAM 512GB SSD Laptop,68000  bdt,"Intel Core i5-1035G1 Processor 1.0 GHz (6M Cache, up to 3.6 GHz, 4 cores)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB,512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),Intel UHD Graphics,Windows 10,1.80 kg,15.6
Lenovo ThinkBook 14 G2 ITL Intel Core i7 1165G7 14 Inch FHD Display Mineral Grey Laptop #20VD01ALIN-3Y,107420  bdt,Intel Core i7 11th (Intel) Core i7 1165G7 2.80 GHz 4.70 GHz 4 8 12MB Intel SoC (System on Chip) platform ,"14 FHD Full HD 1920x1080 Antiglare No 60 Hz Slim Bezel antiglare, 300 nits, 100% sRBG color gamut No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe 2 Not Specified ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.4 kg,15.232530120481924
Asus VivoBook Pro 15 M3500QC 15.6 inch Full HD Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,145000  bdt,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)","15.6-inch FHD (1920 x 1080) 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut Glossy display, Screen-to-body ratio: 84 ％",16GB,512GB M.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,Windows 10 64-Bit,1.65 kg,15.6
ASUS VivoBook 15 X515EA 15.6 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Slate Grey),61000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB,512GB PCI-E G3 SSD (Extra HDD Slot Available),Intel UHD Graphics,Windows 11 Home,1.80 kg,15.6
LENOVO IDEAPAD SLIM 5I PRO 14 INCH IPS DISPLAY INTEL I5 11TH GEN 16GB RAM 512GB SSD LAPTOP (3 years Warranty),97000  bdt,"Intel Core i5-1135G7 Processor
8M Cache, up to 4.20 GHz","14"" 2.2K (2240×1400) IPS 300nits Anti-glare, 60Hz, 100% sRGB 16:10",16GB,512GB M.2 2242 PCIe 3.0×4 NVMe SSD,Intel Iris Xe Graphics,Windows 10,1.41 kg,15.232530120481924
HP 15s-eq2335AU AMD Ryzen 7 5700U 15.6 Inch FHD AntiGlare Display Spruce Blue Laptop #5B355PA-2Y,85170  bdt,AMD Ryzen 7 Not Applicable Ryzen 7 5700U 1.80GHz 4.30GHz 8 16 12MB Not Specified ,15.6 FHD Full HD 1920x1080 AntiGlare No 60 Hz Narrow Border Ultra Slim Brightness: 250 nits No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe No Installed SSD can be upgradeable ,AMD Radeon Graphics Integrated Shared Not Specified ,Win-11 Home Not Specified Microsoft Office ,1.69kg,15.232530120481924
Asus VivoBook 14 X415FA 14 inch Full HD Display Core i3 10th Gen 4GB RAM 256GB SSD Laptop,52500  bdt,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)","14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC , Screen-to-body ratio: 84 ％",4GB,256GB PCIEG3 SSD,Intel UHD Graphics,Windows 11 Home,1.60 kg,14.0
Asus ZenBook Pro Duo 14 OLED UX8402ZA 12th Gen Intel Core i7 12700H 14.5 Inch Stylus Pen Tech Black Laptop #UX8402ZA-M3031W,238700  bdt,Intel Core i7 12th (Intel) Core i7 12700H 2.3GHz 4.60GHz 14 20 24MB Not Specified ,"14.5 2.8K OLED WQHD QHD 2880x1800 Not Specified Yes 120 Hz Slim Bezel 16:10 Aspect Ratio, LED Backlit, Response time: 0.2ms, Peak Brightness: 550nits HDR, Color gamut: 100% DCI-P3, Contrast ratio: 1,000,000:1, Color depth: 1.07 billion, Screen-to-body ratio: 93. 12.7 Inch IPS-level Panel Support Stylus 2880 x 864 ",16GB,1TB SSD No HDD No HDD Not Specified NVMe PCIe No Installed SSD can be upgradeable ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,"Win-11 Home MyASU, ProArt Creator Hub, ScreenXpert, GlideX Not Specified ",1.70 kg,12.7
"Asus ROG Zephyrus G14 GA402RJ Ryzen 9 6900HS RX 6700S 8GB Graphics 14"" WQXGA Gaming Laptop",279430  bdt,AMD Ryzen 9 6900HS ,14-inch IPS WQXGA (2560 x 1600) Touch ScreenNo ,16GB,NVMe M.2 1TB ,AMD Radeon RX 6700S 8GB ,Windows 11 Home ,1.72 kg,15.232530120481927
Apple MacBook Pro (Late 2021) Apple M1 Pro (10-Core) Chip 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15H000PA / Z15G0018Q,377580  bdt,Apple Apple M1 Not Applicable Apple M1 Pro Not Applicable Not Applicable 10 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy with Antireflective Coating No 120 Hz Slim Bezel Aspect Ratio: 16:10, Maximum Brightness: 1600 cd/m2 No Secondary Screen No Secondary Screen No Secondary Screen ",32GB,1TB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 16-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
Dell Inspiron 15 3501 15.6 inch Full HD Display Core i5 11th Gen 4GB RAM 1TB HDD Laptop (Silver),nan bdt,"Intel Core i5-1135G7 Processor (8M Cache,2.40 GHz up to 4.20 GHz)",15.6-inch Full HD (1920 x 1080) Anti-Glare Display,4GB,1TB HDD (M.2 Slot Available),Intel Iris Xe Graphics,Windows 10,2.2 kg,15.6
Acer Predator Helios 300 PH315-54-77MK Intel Core i7 11800H 15.6 Inch QHD Display Abyssal Black Gaming Laptop #NH.QC2SI.005,198560  bdt,Intel Core i7 11th (Intel) Core i7 11800H 2.30 GHz 4.60 GHz 8 16 24MB Not Specified ,15.6 QHD IPS LED QHD 2560x1440 Matte Display No 165 Hz Slim Bazel ComfyView No Secondary Screen No Secondary Screen No Secondary Screen ,16GB,"1TB HDD+512GB SSD SATA Not Specified No NVMe PCIe 1 Additional SSD Slot, Replaceable HDD & SSD ",Nvidia RTX 3060 Dedicated 6GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.50kg,15.232530120481924
"Acer Aspire 3 A315-58 Core i3 1115G4 11th Gen 15.6"" FHD Laptop",53750  bdt,Intel Core i3-1115G4 ,15.6 Inch LED Full HD (1920 x 1080) Touch ScreenNo ,8GB,PCIe G3 SSD 256GB SSD ,intel UHD Graphics Shared ,Windows 11 Home ,1.70 kg,15.6
Asus ZenBook Duo UX482EA Intel Core i7 1165G7 14 Inch FHD Display Celestial Blue Laptop #HY400W-UX482EA,187710  bdt,Intel Core i7 11th (Intel) Core i7 1165G7 2.80 GHz 4.70 GHz 4 8 12MB Not Specified ,"14 FHD IPS LED Display Full HD 1920x1080 Anti-glare Yes 60 Hz Not Specified Aspect Ratio: 16:9, Panel power consumption: 1W, Brightness: 400 nits, Color gamut: 100% sRGB, Pantone: Pantone Validated, Screen-to-body Ratio: 93% 12.65 Inch ScreenPad Plus Display 1920 x 515 ",16GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Intel Iris Xe Graphics Integrated Shared Not Specified ,Win-11 Home Not Specified Not Specified ,1.57 kg,12.65
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 15.6 Inch FHD WV Display Quiet Blue Laptop #KJ374W/KJ434W-M3500QC,155160  bdt,AMD Ryzen 7 Not Applicable Ryzen 7 5800H 3.20 GHz 4.40 GHz 8 16 20MB Not Specified ,15.6 FHD Full HD 1920x1080 Not Specified No 60 Hz Slim Bezel WV Display No Secondary Screen No Secondary Screen No Secondary Screen ,16GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 3050 Graphics Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,1.65 kg,15.232530120481924
Apple MacBook Pro (Late 2021) Apple M1 Max Chip 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #Z15H00107,422070  bdt,Apple Apple M1 Not Applicable Apple M1 Max Not Applicable Not Applicable 10 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy No 120 Hz Slim Bezel Aspect Ratio: 16:10, Finish: Glossy with Antireflective Coating, Contrast Ratio: 1,000,000:1 No Secondary Screen No Secondary Screen No Secondary Screen ",32GB,1TB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 32-Core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1434T-K513EQ,109590  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Anti-glare No 60 Hz Thin-bezel Anti-glare display, Non-touch screen, (Screen-to-body ratio)85% No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD Not Specified NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-10 Home MyASUS Not Specified ,1.80 kg,15.232530120481924
Asus Zenbook 14 Flip OLED UP5401EA 2.8K 90Hz Touch Display Core i5 11th Gen 8GB RAM 512GB SSD 2 in 1 Laptop,135000  bdt,"Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)","14.0-inch, 2.8K (2880 x 1800) OLED 
16:10 aspect ratio, 
0.2ms response time, 
90Hz refresh rate, 
550nits peak brightness, 
100% DCI-P3 color gamut, 
1,000,000:1, 
VESA CERTIFIED Display HDR True Black 500, 
1.07 billion colors, 
PANTONE Validated, 
70% less harmful blue light, 
SGS Eye Care Display, 
Touch screen, 
With stylus support, 
Screen-to-body ratio: 88 ％ ",8GB,512GB M.2 NVMe PCIe 4.0 Performance SSD,Intel Iris Xe Graphics,Windows 11,1.73,14.0
"Lenovo IdeaPad Flex 5i Core i5 11th Gen 14"" FHD Touch Laptop with 3 years Warranty",104200  bdt,Intel Core i5-1135G7 ,14 Inch FHD (1920x1080) Touch ScreenYes (Multi-touch) Display FeaturesWVA 250nits Glossy 10-point ,8GB, M.2 2242 PCIe NVMe SSD 512GB ,Integrated Intel Iris Xe Graphics Shared ,Windows 11 Home ,1.5 kg,15.232530120481927
ASUS VivoBook 15 K513EA 15.6 inch Full HD Display Core i3 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),66000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)","15.6-inch,FHD (1920 x 1080) 16:9,IPS-level Panel, Anti-glare display, LED Backlit,250nits,NTSC: 45%,Screen-to-body ratio: 85 %",8GB,512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),Intel UHD Graphics,Wi-Fi 5(802.11ac),1.80 kg,15.6
Lenovo V14 11th Gen Intel Core i3 1115G4 14 Inch FHD (1920x1080) TN Display Free Dos Black Laptop #82KA00E6IN-3Y,59680  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Slim Bazel Brightness: 250 Nits, Panel: TN No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,1TB HDD+256GB SSD SATA Not Specified No NVMe PCIe No Installed HDD & SSD Can Be Upgradeable ,Intel UHD Graphics Integrated Shared Not Applicable ,Free-Dos Not Specified Not Specified ,1.5kg,15.232530120481924
"Lenovo IdeaPad D330 10IGL Intel CDC N4020 10.1"" HD Touch Laptop",38020  bdt,Intel Celeron N4020 ,10.1 Inch HD IPS LED Display 1280x800 (WxH) WXGA Touch ScreenYes ,4GB,eMMC 5.1 SSD 128GB ,Intel UHD 600 Graphics Shared ,Genuine Win 10 home ,1.13 kg,10.1
HP PROBOOK 450 G8 15.6-INCH FULL HD DISPLAY Core i5 11th Gen 8GB RAM 512GB SSD LAPTOP,83000  bdt,"Intel Core i5-1135G7 Processor (2.4 GHz base clock, up to 4.2 GHz with Intel Turbo Boost Technology 4 cores and 8 MB cache)","15.6-inch diagonal FHD anti-glare, narrow bezel (1920 x 1080) Display",8 GB,512 GB PCIe NVMe M.2 TLC Solid State Drive,"Intel's Iris Xe Max graphics was specifically intended for content creators' portable platforms. It's equivalent to Nvidia's MX330 Laptop Graphics. Iris Xe integrated graphics does a decent job in running fps games., also it uses laptop's RAM as video memory at the same time. It is used in i5 & i7 11th Generation Laptops. Nevertheless, the Iris Xe is a good performer in comparison to other integrated graphics processor available in the market.",Free DOS,1.74 kg,15.6
ASUS VivoBook 15 X515JA 15.6 inch Full HD Display Core i5 10th Gen 8GB RAM 1TB HDD Laptop (Slate Grey),63000  bdt,"Intel Core i5-1035G1 Processor 1.0 GHz (6M Cache, up to 3.6 GHz, 4 cores)","(39.62cm)15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %",8GB,1TB HDD,Intel UHD Graphics,Windows 11,1.80 kg,15.6
Walton Prelude 14-inch HD Intel Pentium N5000 4GB RAM 256GB SSD Laptop,nan bdt,"Intel Pentium Silver N5000 Processor (4M Cache, 1.10 GHz up to 2.70 GHz)","14.0” (35.56cm) HD (1366x768) 16:9 panel, 3.6mm Display",4GB,256GB SSD (Extra HDD Slot Available),Intel UHD Graphics 605,Free DOS,1.8kg,15.232530120481924
Asus ZenBook 14 Flip OLED UP5401EA 11th Gen Intel Core i5 1135G7 14 Inch 2.8K OLED WQHD Touch Display Pine Grey Laptop #KN118W-UP5401EA,144310  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,14 2.8K OLED WQHD QHD 2880x1800 Anti glare Yes 60 Hz Slim-Bazel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.40 kg,15.232530120481924
Asus ROG Zephyrus G14 GA402RJ AMD Ryzen 9 6900HS 15.6 Inch WQXGA WV Display Grey & AniMe Matrix Gaming Laptop #L8085W-GA402RJ,279930  bdt,AMD Ryzen 9 Not Applicable Ryzen 9 6900HS 3.30 GHz 4.90 GHz 8 16 20MB Not Specified ,"15.6 WQXGA IPS LED Display QHD 2560x1600 Anti-Glare No 120 Hz Slim-Bezel Color Gamut: DCI-P3 100%, Contrast: 1200:1, Brightness: 500nits, Response Time (G2G): 3ms, Viewing Angle: 170 Degree (H & V), WV Display, Adaptive-Sync technology, Pantone Validated, ROG Nebula Display, Support Dolby Vision HDR No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,1TB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,AMD Radeon RX 6700S Graphics Dedicated 8GB GDDR6 ,"Win-11 Home Built-in Apps: McAfee, MyASUS, ScreenXpert Not Specified ",1.72 kg,15.232530120481924
Acer Swift SF313-53 13.5-inch Full HD IPS Display Core i5 11th Gen 8 GB RAM 512GB SSD laptop,100000  bdt,Intel Core i5-11135G7 (Upto 4.2 GHz),"35.6 cm display with IPS (In-Plane Switching) technology, Full HD 1920 x 1080, high-brightness (340 nits) Acer ComfyView LED-backlit TFT LCD, supporting multi-touch",8 GB,"512 GB, PCIe Gen3 8 Gb/s up to 4 lanes, NVMe",Intel Iris X Graphics,Windows 10 64-bit,1.19 kg,15.232530120481924
Apple MacBook Pro Late 2021 Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Space Gray Laptop #MKGP3LL/A / MKGP3ZP/A / MKGP3PA/A / MKGP3X/A,236530  bdt,Apple Apple M1 Not Applicable Apple M1 Pro Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy with Antireflective Coating No 120 Hz Slim Bezel Aspect Ratio: 16:10, Finish: Glossy with Anti-Reflective Coating, Maximum Brightness: 500 cd/m2 (Sustained in SDR Mode) 1000 cd/m2 (Sustained in HDR Mode) 1600 cd/m2 (Peak in HDR Mode), Contrast Ratio: 1,000,000:1, Variable Refresh Technology: Apple ProMotion, No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 14-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
"Huawei MateBook D15 Core i5 11th Gen 15.6"" FHD Laptop",81420  bdt,Intel Core i5-1135G7 ,15.6 inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,NVMe PCle SSD 512GB ,Intel Iris Xe Graphics Shared ,Windows 11 Home ,1.63 kg,15.6
